PROVINCIA;HORARIO DEL SERVICIO;DIAS HABILES;RUTA;COSTO;TIPO DE TRANSPORTE;VEHICULOS X RUTA;ORIGEN ;DESTINO;FEDERACION/SINDICATO;TIPO DE LICENCIA;ESTADO;FECHA_ACTUALIZACION
PUERTO PLATA;05:00AM / 05:00PM;7;SICHOCALUPPSA;120;CARROS;2;PUERTO PLATA;YÁSICA-SANTIAGO DE LOS CABALLEROS ;MOCHOTRAN ;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:00AM / 05:00PM;7;SICHOCALUPPSA;120;MICROBÚS;33;PUERTO PLATA;YÁSICA-SANTIAGO DE LOS CABALLEROS ;MOCHOTRAN ;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:00AM / 05:00PM;7;SICHOCALUPPSA;120;CAMIONETA;12;PUERTO PLATA;YÁSICA-SANTIAGO DE LOS CABALLEROS ;MOCHOTRAN ;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:00AM / 08:00PM;7;TRANSPORTE DEL ATLANTICO TRANSDELATLA, S.R.L./JAVILLA TOURS, S.R.L.;250;MINIBÚS;69;PUERTO PLATA;SANTIAGO DE LOS CABALLEROS;CONATRA-A;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:00AM / 08:00PM;7;SICHOMIPURSAN;250;MICROBÚS, MINIBUS;72;PUERTO PLATA; RIO SAN JUAN ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM/ 03:00PM;7;JUAN RIVERO GARCÍA ;450;MICROBÚS,CARROS;1;PUERTO PLATA ; SAMANA ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM/ 03:00PM;7;JUAN RIVERO GARCÍA ;450;AUTOBÚS;0;PUERTO PLATA ; SAMANA ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM/ 03:00PM;7;RUFINO SALVADOR ;450;MINIBÚS;1;PUERTO PLATA ; SAMANA ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;06:00AM / 07:PM;7;SINCCHOCAIPUP;100;CARROS;36;PUERTO PLATA ;IMBERT;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;06:00AM / 07:PM;7;ASOCHOCAPOS;100;CARROS;44;PUERTO PLATA ;SOSUA (NOCTURNO) ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;06:00AM / 07:PM;7;ASOCHOCAPOS;100;CARROS;120;PUERTO PLATA ;SOSUA (DIURNA);CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM / 06:00PM;7;ASOCHONOPPISA;100;CARROS, MICROBUS;25;PUERTO PLATA ; QUEBRADA HONDA;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM / 02:00PM;7;ASOCHONOPPISA;100;MICROBÚS;6;PUERTO PLATA ; QUEBRADA HONDA-SANTIAGO DE LOS CABALLEROS ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM / 02:00PM;7;ASOCHOTRAPUEHO;150;CARROS;3;PUNTA RUSIA ;VILLA ISABELA ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM / 02:00PM;7;ASOCHOTRAPUEHO;150;MICROBÚS;9;PUNTA RUSIA ;VILLA ISABELA ;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;07:00AM / 05:00PM;7;ENTRASERPUPGUCA SRL;100;CAMIONETA;6;LA SABANA-CAMBIAZO;PUERTO PLATA;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;06:00AM / 05:PM;7;ASOCHOTRANO;125;CARROS;45;SOSUA;RIO SAN JUAN;CONATRA;Interurbano;N/A;18/7/2025
PUERTO PLATA;05:30AM / 06:00PM;7;SINCHOCARIOJUSO;165;CARROS;105;SOSUA;RIO SAN JUAN;CONATRA-A;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;EVARISTO AMPARO GARCIA;500;MICROBÚS;1;EL LIMON ;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 12:00PM;7;RIGOBERTO DE LOS SANTOS REDMAN;500;MICROBÚS;1;EL LIMON ;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 12:00PM;7;RIGOBERTO DE LOS SANTOS REDMAN;500;MINIBÚS;0;EL LIMON ;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;JOSE AQUILES RUBIO NOESI;500;MINIBÚS;1;EL LIMON ;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;ASOTRAPUSA;125;MICROBÚS;11;EL LIMON ;SAMANA;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 06:00PM;7;ANDRES JAVIER FERNANDEZ;100;MICROBÚS;1;EL LIMON ;LAS TERRENAS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 06:00PM;7;LEOCADIO MORRILLO;100;MICROBÚS;1;EL LIMON ;LAS TERRENAS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 06:00PM;7;UNICHOTRAN;100;MICROBÚS;7;EL LIMON ;LAS TERRENAS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAMANA;08:00AM Y 11:00AM Y 02:00PM;7;RAUL GERONIMO;500;MINIBÚS;1;EL LIMON ;PUERTO PLATA;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 06:00PM;7;UNICHOTRAN;100;CAMIONETA;18;EL LIMON ;LAS TERRENAS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 06:00PM;7;ASOCHOTRAPLINSA;125;CAMIONETA;13;EL LIMON ;SAMANA;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 12:30PM;7;GABRIEL MAURICIO DRULLARD;500;MINIBÚS;1;LAS GALERAS;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM Y 01:00PM;7;SERVICIOS DE TRANSPORTE MULTIPLESS SANTA BARBARA SAMANA,S.A.S (SETRAMUSA);500;MINIBÚS;2;LAS GALERAS;SANTO DOMINGO;FENATRANO-A;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 036:00PM;7;ASOTRAPUSA;300;MICROBÚS;4;LAS GALERAS;SAMANA-NAGUA;FENATRANO-A;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 12:0030;7;ALFRIDO DE LOS SANTOS COATS;450;MICROBUS;0;LAS TERRENAS;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;08:00AM Y 11:00AM Y 02:00PM;7;PABLO ALCIBIADES DE LEON ABREU;500;MINIBÚS;1;LAS TERRENAS;PUERTO PLATA;CONATRA;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;PABLO ALCIBIADES DE LEON ABREU;500;MICROBÚS;3;LAS TERRENAS;NAGUA;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;07:00AM / 06:00PM;7;UCHOTESA;200;MICROBÚS;17;LAS TERRENAS;SANCHEZ;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;07:00AM / 06:00PM;7;UCHOTESA;200;CAMIONETA;7;LAS TERRENAS;SANCHEZ;CONATRA;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;PAULINO LINO CASTILLO;400;MICROBÚS;1;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;PAULINO LINO CASTILLO;400;MINIBÚS;0;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;SANTIAGO MALDONADO CALCAÑA;400;MICROBUS;0;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;PORFIRIO DE LOS SANTOS;400;MINIBÚS;1;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;VICENTE ESPINO GARCIA;400;MINIBÚS;1;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 04:00PM;7;EULICES ANTONIO DE LOS SANTOS MALDONADO;400;MINIBÚS;1;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;05:00AM / 04:00PM;7;CONFESORA GARCIA DE LA VEGA;400;MINIBÚS;1;SAMANA;SANTIAGO DE LOS CABALLEROS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 05:00PM;7;SERVICIOS DE TRANSPORTE MULTIPLESS SANTA BARBARA SAMANA,S.A.S (SETRAMUSA);400;MINIBÚS;15;SAMANA;SANTO DOMINGO (AUTOVIA DEL NORDESTE);FENATRANO-A;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 05:00PM;7;SERVICIOS DE TRANSPORTE MULTIPLESS SANTA BARBARA SAMANA,S.A.S (SETRAMUSA);400;AUTOBÚS;0;SAMANA;SANTO DOMINGO (AUTOVIA DEL NORDESTE);FENATRANO-A;Interurbano;N/A;18/7/2025
SAMANA;04:00AM / 05:00PM;7;SERVICIOS DE TRANSPORTE MULTIPLESS SANTA BARBARA SAMANA,S.A.S (SETRAMUSA);400;MINIBÚS;1;SAMANA;SANTO DOMINGO (AUT. DUARTE);FENATRANO-A;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 06:00PM;7;SITRATUPGASA;150;MICROBÚS;24;SAMANA; LAS GALERAS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 06:30PM;7;SICHORISA;200;MICROBÚS;1;SAMANA;EL RINCON;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;VENANCIO EUSTAQUIO ACOSTA ;400;CAMIONETA;1;SAMANA;DISTRITO NACIONAL;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;JUAN FRANCISCO MORILLO;350;CAMIONETA;1;SAMANA;YUNA;CONATRA;Interurbano;N/A;18/7/2025
SAMANA;06:00AM;7;ROMULO CALCAÑO;200;CAMIONETA;1;SAMANA;NAGUA;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 06:00PM;7;ASOCIACION DE TRANSPORTE EL VALLE;100;CAMIONETA;4;SAMANA;EL VALLE;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 06:00PM;7;"SITRAPTUGASA
";150;CAMIONETA;17;SAMANA;LAS GALERAS;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;07:00AM / 10:00PM;7;MANUEL EMILIO MIGUEL KELLY;75;CAMIONETA;4;SAMANA;MONTE ROJO;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:00AM / 06:30PM;7;SICHORISA;200;CAMIONETA;19;SAMANA;EL RINCON;FENATRANO;Interurbano;N/A;18/7/2025
SAMANA;06:30AM / 05:30PM;7;UNACHOSIN-FILIAL ;200;MICROBÚS;55;SAMANA - SANCHEZ;NAGUA;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;04:00am / 02:00pm;7;ABAPROD;600;MINIBÚS;4;BATISTA ;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:30AM / 05:00PM;7;ASOCIACION DE TRANSPORTISTA BOHECHIO SAN JUAN;150;CARROS Y MICROBUS;1;BOHECHIO;SAN JUIAN DE LA MAGUANA;FENATRANO;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 02:00PM;7;BLADY MIGUEL SUSAÑES DE LEON;500;MINIBÚS;2;BOHECHIO;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:30AM / 05:00PM;7;ASOCIACION DE TRANSPORTISTA BOHECHIO SAN JUAN;150;CAMIONETA;5;BOHECHIO;SAN JUIAN DE LA MAGUANA;FENATRANO;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:00pm;7;ASOCIACION DE TRANSPORTISTA EL CACHEO;100;MICROBÚS;4;EL CACHEO ;SAN JUIAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;03:00AM / 04:30PM;7;ASDUMICER;600;MINIBÚS AUTOBUS;11;EL CERCADO;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:30AM / 01:00PM;7;SINDICATO DE CHÓFERES DE LA RUTA SAN JUAN EL GUANAL;150;MICROBÚS;3;GUANAL ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 07:00PM;7;ASOCIACIOS DE CHOFERES UNIDOS GUANISANJU;100;CARROS;3;GUANITO;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 07:00PM;7;ASOCIACIOS DE CHOFERES UNIDOS GUANISANJU;100;MICROBÚS;8;GUANITO;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 07:00PM;7;ASOCIACIOS DE CHOFERES UNIDOS GUANISANJU;100;CAMIONETA;1;GUANITO;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;04:00am / 02:00pm;7;FAUSTO DE LOS SANTOS NOVA;500;MINIBÚS;1;JUAN DE HERRERA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:00pm;7;MARCIAL DE LOS SANTOS;150;MICROBÚS;1;LA JAGUA ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:00pm;7;CRISTOBAL DE LOS SANTOS RAMIREZ;150;MICROBÚS;1;LA JAGUA ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:00pm;7;TATICO ANTONIO RAMIREZ;150;CARROS;1;LA JAGUA ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 05:00PM;7;ASOCIACION DE CHOFERES Y DUEÑOS DE VEHICULOS LA MAGUANA;100;CARROS Y MICROBUS;10;LA MAGUANA ARRIBA ;SAN JUIAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 11:00PM;7;SINDICATO DE CHOFERES Y PASAJEROZ LA UNION;100;MICROBÚS Y CARRO;6;LAS CHARCAS DE MARIA NOVA;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:00pm;7;SINDICATO DE CHOFERES Y PASAJEROZ LA UNION;100;CAMIONETA;2;LAS CHARCAS DE MARIA NOVA;BARRANCA-SAN JUAN DE LA MAGUAN;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 05:00PM;7;COTRASALU;100;CARROS;9;LAS MATAS - EL CERCADO;HONDO VALLE;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 05:00PM;7;COTRASALU;100;CAMIONETA;9;LAS MATAS - EL CERCADO;HONDO VALLE;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 09:00PM;7;TRANSPORTE LAS MATAS CARRERA DE YEGUAS;100;CARROS;17;LAS MATAS DE FARFAN ; CARRERA DE YEGUA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN JUAN ;03:00AM / 06:00PM;7;ASODUVEMAFA;500;"MINIBUS
AUTOBUS";"45
02";LAS MATAS DE FARFAN ;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00am / 06:30pm;7;COOPERATIVA DE TRANSPORTE FARFAN- LAS MATAS- SAN JUAN;200;MICROBÚS MINIBUS;"12
02";LAS MATAS DE FARFAN ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:30AM / 05:00PM;7;ASOCHODUVELPI;150;CARROS;30;LAS MATAS DE FARFAN ;ELIAS PIÑA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
 N;N/A;7;"ASOCHODUVELPI
(REYES DE LOS SANTOS)";0;CAMIONETA;8;LAS MATAS DE FARFAN ;ELIAS PIÑA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 05:00PM;7;COOPERATIVA DE TRANSPORTE FARFAN- LAS MATAS- SAN JUAN;150;CAMIONETA;7;LAS MATAS DE FARFAN ;BANICA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 12:00PM;7;ASOCIACION DE CHOFERES SABANA MULA;150;CAMIONETA;3;LAS MATAS DE FARFAN ;SABANA MULA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 06:00PM;7;JOSE ALTAGRACIA FAMILIA ZABALA;100;CAMIONETA;5;LAS MATAS DE FARFAN ;YABONICO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 03:00PM;7;SILVESTRE SOLIS ENCARNA-CION;150;CAMIONETA;1;LAS MATAS DE FARFAN ; EL CERCADO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:30AM / 01:00PM;7;SINTRAZAJE;100;CARROS, MICROBUS;3;LAS ZANJAS;SAN JUAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;07:30AM / 01:00PM;7;SINTRAZAJE;100;CAMIONETA;3;LAS ZANJAS;SAN JUAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 04:00PM;7;RAFAEL CUEVAS DEL ROSARIO;100;AUTOBÚS, MICROBUS Y MINIBUS;1;LOS BANCOS ;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:30AM / 01:30PM;7;SINTRAMACOP;100;MICROBÚS;0;LOS COPEYES;LAS MATAS DE FARFÁN ;CONATRA;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 12:00PM;7;TRANSPORTISTAS DE LA SECCION LOS FRIOS;250;CAMIONETA;7;LOS FRIOS ;SAN JUAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 09:00PM;7;ASOCHOPUCA;100;MICROBÚS;5;PUNTA CAÑA;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;05:00AM / 11:00PM;7;LEONIDAS LOPEZ GARCIA;500;MINIBÚS;1;SABANETA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 04:30PM;7; SOVIESKY LOPEZ SANCHEZ;500;MINIBÚS;1;SABANETA - SAN JUAN ;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 03:00PM;7;TRANSPORTE ANTIO SRL;500;MINIBÚS;3;SABANETA-JUAN DE HERRERA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;05:30AM / 05:30PM;7;SINCHOTRAPUSAJUHECA;50;CARROS;19;SAN JUAN DE HERRERAS LAS CAÑAS;SAN JUIAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;06:00AM / 06:00PM;7;SINDICATOS DE CHOFERES TRANSPORTISTA DE PASAJEROS SAN JUAN LAS MATAS ELIAS PIÑAS;200;MINIBÚS;22;SAN JUAN DE LA MAGUANA;ELIAS PIÑA;FENATRANO;Interurbano;N/A;18/7/2025
SAN JUAN ;04:00AM / 07:30PM;7;ASODUMIN (TENGUERENGUE);400;AUTOBÚS,MINIBUS;2;SAN JUAN DE LA MAGUANA;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN JUAN ;08:20AM / 06:00PM;7;ASOCIACION DE DUEÑOS DE VEHICULOS RUTA SAN JUAN-SABANETA;100;CARROS, MICROBUS;2;SAN JUAN DE LA MAGUANA;SABANETA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;05:00AM / 06:30PM;7;DEL VALLE TOURS SRL;400;AUTOBÚS,MINIBUS;17;SAN JUAN DE LA MAGUANA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 04:00PM;7;ANTONIO RAMIREZ;100;CARROS;10;SAN JUAN DE LA MAGUANA;CARDON - EL CAPA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;04:00am / 02:00pm;7;LEOCADIO CUEVA MATEO;500;MINIBÚS;1;VALLEJUELO;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 04:00PM;7;ASODUMIVA;500;MINIBÚS;7;VALLEJUELO;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN ;07:00AM / 05:00PM;7;ASODUMIVA;200;CARROS;4;VALLEJUELO;SAN JUAN DE LA MAGUANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN JUAN;04:00am / 03:00pm;7;EDUARDO OGANDO SANCHEZ;600;MINIBÚS;1;EL DERRUMBADERO, EL CERCADO,;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;LEONARDO FELIPE DE LA CRUZ ;40;MICROBÚS;1;ANGELINA;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;MANUEL SILVESTRE GIL;40;MICROBÚS;1;ANGELINA;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;MEURI PEÑA SEGURA;400;MICROBÚS;1;ANGELINA;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;EUCLIDES ANTONIO DE LOS SANTOS.;400;MICROBÚS;1;ANGELINA;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;FELIX RIVAS COLON ;40;MICROBÚS;1;ANGELINA;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;06:00AM / 07:00PM;7;ASOTRACAYA (COMTRACAYA);75;MICROBÚS;10;CAYACOA;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;07:00AM / 07:20PM;7;ASOCHOIPO SRL;100;MICROBÚS;3;EL PUERTO;SAN JOSE DE LOS LLANOS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 03:30PM;7;ASOCHOIPO SRL;250;MICROBÚS;2;EL PUERTO;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;07:00AM / 10.30PM;7;ASOCHOIPO;150;MICROBÚS;3;EL PUERTO;CONSUELO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;06:30AM / 06:40PM;7;ASOCHOIPO SRL;125;MINIBÚS, MICROBUS;6;EL PUERTO;BAYAGUANA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;06:30AM / 06:40PM;7;ASOCHOIPO SRL;125;MICROBÚS;1;EL PUERTO;BAYAGUANA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 09:30PM;7;" SANTIAGO ADRIANO GONZALEZ ABREU
ASOPRUQUISANPM";60;MINIBÚS;1;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;07:00AM / 08:30;7;ASOPRUQUISANPM;60;MINIBÚS;18;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 09:30PM;7;"DOMINGO SANTO GONZALEZ ADAMES
ASOPRUQUISANPM";60;MINIBÚS;1;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 09:30PM;7;"HECTOR SANTIAGO GONZALEZ ABREU
ASOPRUQUISANPM";60;MINIBÚS;1;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 09:30PM;7;"JUSTINA ADAMES DE GONZALEZ
ASOPRUQUISANPM";60;MINIBÚS;1;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 09:30PM;7;"SANTIAGO GONZALEZ ADAMES
ASOPRUQUISANPM";60;MINIBÚS;1;INGENIO QUISQUEYA ;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;06:00AM / 07:00PM;7;COTRANPALLANOS SRL;140;MICROBÚS;10;SAN JOSE DE LOS LLANOS;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 06:00PM;7;COTRANPALLANOS SRL;150;MINIBÚS;5;SAN JOSE DE LOS LLANOS;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:30AM / 10:00PM;7;ASOTRAPICO (COMTRAPICO S.R.L);50;MINIBÚS;53;SAN PEDRO DE MACORIS;CONSUELO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 09:PM;7;ASOTRASANP;200;MINIBÚS,AUTOBUS;34;SAN PEDRO DE MACORIS;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;05:00AM / 09:PM;7;ASTRAPU S.R.L.;200;AUTOBÚS;41;SAN PEDRO DE MACORIS;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
SAN PEDRO DE MACORIS;06:00AM / 07:30PM;7;"CLAUDIO ZAPATA
SIDATRUIR";50;MICROBÚS;1;SAN PEDRO DE MACORIS;RAMON SANTANA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
